# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 21 15:52:05 2018
#
# CONSTRAINT:  where (pl_orbsmax <= 0.2
# CONSTRAINT:  )
# CONSTRAINT:  order by pl_orbsmax desc
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
1012,K2-7,b,Transit,1,28.67992000,0.00947000,-0.00947000,0,0.181400,0.004300,-0.004300,0,,,,,,,,,,,,,,0.238,0.050,-0.050,0,,,,,0,0,1,0,11h08m22.50s,167.093765,-01d03m56.7s,-1.065755,,,,,13.213,0.030,0,V (Johnson),,,,5772.00,72.00,-91.00,0,0.97,0.06,-0.06,0,0.96,0.17,-0.08,0,2015-07-16,K2
3213,Kepler-84,e,Transit,5,27.43438900,0.00022400,-0.00022400,0,0.181000,,,0,,,,,,,,,,,,,,0.232,0.044,-0.044,0,,,,,0,1,0,1,19h53m00.49s,298.252049,+40d29m45.9s,40.496077,,,,,14.764,,0,Kepler-band,,,,6031.00,143.00,-143.00,0,1.00,0.42,-0.29,0,1.17,0.22,-0.22,0,2014-05-14,Kepler
1673,Kepler-143,c,Transit,2,27.08251100,0.00016900,-0.00016900,0,0.181000,,,0,,,,,,,,,,,,,,0.301,0.075,-0.075,0,,,,,0,1,0,1,19h52m16.25s,298.067706,+49d24m45.4s,49.412605,,,,,13.770,,0,Kepler-band,,,,5848.00,168.00,-168.00,0,,,,,1.36,0.32,-0.32,0,2014-05-14,Kepler
1410,Kepler-123,c,Transit,2,26.69507400,0.00046800,-0.00046800,0,0.181000,,,0,,,,,,,,,,,,,,0.132,0.027,-0.027,0,,,,,0,1,0,1,19h47m59.67s,296.998621,+42d46m55.0s,42.781956,,,,,14.061,,0,Kepler-band,,,,6089.00,121.00,-121.00,0,1.03,,,0,1.26,0.24,-0.24,0,2014-05-14,Kepler
2354,Kepler-30,b,Transit,3,29.33434000,0.00815000,-0.00815000,0,0.180000,,,0,0.042000,0.003000,-0.003000,0,90.179,0.167,-0.167,0,0.03600,0.00400,-0.00400,0,Mass,0.348,0.018,-0.018,0,1.02000,0.13000,-0.13000,0,1,1,0,0,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,1400.00,,,0,15.403,,0,Kepler-band,,,,5498.00,54.00,-54.00,0,0.99,0.08,-0.08,0,0.95,0.12,-0.12,0,2014-05-14,Kepler
2270,Kepler-270,c,Transit,2,25.26288700,0.00059900,-0.00059900,0,0.180000,,,0,,,,,,,,,,,,,,0.158,0.033,-0.033,0,,,,,0,1,0,1,18h48m48.02s,282.200100,+44d25m20.3s,44.422302,,,,,13.908,,0,Kepler-band,,,,6067.00,100.00,-100.00,0,,,,,1.46,0.28,-0.28,0,2014-05-14,Kepler
2263,Kepler-268,b,Transit,2,25.93413800,0.00014200,-0.00014200,0,0.180000,,,0,,,,,,,,,,,,,,0.227,0.042,-0.042,0,,,,,0,1,0,1,19h27m54.28s,291.976175,+38d03m18.3s,38.055075,,,,,13.703,,0,Kepler-band,,,,6081.00,100.00,-100.00,0,,,,,1.27,0.23,-0.23,0,2014-05-14,Kepler
2129,Kepler-222,d,Transit,3,28.08191200,0.00006900,-0.00006900,0,0.180000,,,0,,,,,,,,,,,,,,0.329,0.145,-0.145,0,,,,,0,1,0,1,19h11m37.46s,287.906100,+46d56m16.0s,46.937767,,,,,15.063,,0,Kepler-band,,,,5433.00,200.00,-200.00,0,,,,,0.87,0.38,-0.38,0,2014-05-14,Kepler
582,HD 3167,c,Transit,3,29.84540000,0.00120000,-0.00120000,0,0.179500,0.002300,-0.002300,0,0.267000,,,1,89.300,0.500,-0.960,0,0.03083,0.00409,-0.00390,0,Mass,0.269,0.037,-0.025,0,1.97000,0.94000,-0.59000,0,0,0,1,0,00h34m57.52s,8.739684,+04d22m53.3s,4.381469,45.80,2.20,-2.20,0,8.940,0.020,0,V (Johnson),,,,5261.00,60.00,-60.00,0,0.86,0.03,-0.03,0,0.86,0.04,-0.04,0,2017-06-08,K2
2508,Kepler-355,c,Transit,2,25.76229400,0.00026700,-0.00026700,0,0.179000,,,0,,,,,,,,,,,,,,0.242,0.109,-0.109,0,,,,,0,1,0,1,19h03m11.87s,285.799457,+42d48m42.4s,42.811783,,,,,15.087,,0,Kepler-band,,,,6184.00,250.00,-250.00,0,1.05,,,0,1.07,0.48,-0.48,0,2014-05-14,Kepler
2018,Kepler-184,d,Transit,3,29.02235800,0.00017600,-0.00017600,0,0.179000,,,0,,,,,,,,,,,,,,0.222,0.126,-0.126,0,,,,,0,1,0,1,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,,,,,14.338,,0,Kepler-band,,,,5788.00,200.00,-200.00,0,,,,,0.87,0.49,-0.49,0,2014-05-14,Kepler
821,K2-139,b,Transit,1,28.38236000,0.00026000,-0.00026000,0,0.179000,0.021000,-0.027000,0,0.120000,0.120000,-0.080000,0,89.620,0.250,-0.360,0,0.38700,0.08300,-0.07500,0,Mass,0.808,0.034,-0.033,0,0.91000,0.24000,-0.20000,0,0,0,1,0,19h16m15.97s,289.066528,-17d54m38.5s,-17.910688,152.00,10.00,-10.00,0,11.653,0.137,0,V (Johnson),11.373,,0,5340.00,110.00,-110.00,0,0.92,0.03,-0.03,0,0.86,0.03,-0.03,0,2017-12-14,K2
2530,Kepler-364,b,Transit,2,25.74571800,0.00054800,-0.00054800,0,0.178000,,,0,,,,,,,,,,,,,,0.138,0.033,-0.033,0,,,,,0,1,0,1,18h46m16.78s,281.569933,+47d23m55.3s,47.398697,,,,,13.660,,0,Kepler-band,,,,6108.00,125.00,-125.00,0,1.20,,,0,1.28,0.25,-0.25,0,2014-05-14,Kepler
2516,Kepler-359,b,Transit,3,25.56322200,0.00020200,-0.00020200,0,0.178000,,,0,,,,,,,,,,,,,,0.315,0.146,-0.146,0,,,,,0,1,0,1,19h33m10.47s,293.293635,+42d11m46.9s,42.196354,,,,,15.886,,0,Kepler-band,,,,6248.00,250.00,-250.00,0,1.07,,,0,1.09,0.50,-0.50,0,2014-05-14,Kepler
2470,Kepler-340,c,Transit,2,22.82466900,0.00048100,-0.00048100,0,0.178000,,,0,,,,,,,,,,,,,,0.301,0.069,-0.069,0,,,,,0,1,0,1,19h43m44.03s,295.933477,+40d18m02.1s,40.300570,,,,,12.345,,0,Kepler-band,,,,6620.00,376.00,-376.00,0,2.11,,,0,1.85,0.42,-0.42,0,2014-05-14,Kepler
1500,Kepler-130,c,Transit,3,27.50868000,0.00006000,-0.00007000,0,0.178000,0.005000,-0.005000,0,0.000000,0.070000,0.000000,0,89.340,0.660,-0.310,0,,,,,,0.259,0.022,-0.022,0,,,,,1,1,0,1,19h13m48.16s,288.450665,+40d14m43.1s,40.245305,,,,,11.529,,0,Kepler-band,,,,5884.00,75.00,-75.00,0,1.00,0.09,-0.10,0,1.13,0.03,-0.03,0,2014-05-14,Kepler
750,HIP 57274,c,Radial Velocity,3,32.03000000,0.02000000,-0.02000000,0,0.178000,,,0,0.050000,0.020000,-0.020000,0,,,,,0.40902,0.00944,-0.00944,0,Msini,,,,,,,,,0,0,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.87,0.71,-0.75,0,8.980,0.040,0,V (Johnson),8.484,,0,4510.00,136.00,-136.00,0,0.29,0.30,-0.30,0,0.78,0.05,-0.05,0,2015-04-24,W. M. Keck Observatory
985,K2-47,b,Transit,1,31.63720000,0.00880000,-0.00880000,0,0.177900,0.001600,-0.001600,0,,,,,,,,,,,,,,0.169,0.023,-0.023,0,,,,,0,0,1,0,11h14m19.82s,168.582596,+02d46m50.6s,2.780711,,,,,14.085,0.110,0,V (Johnson),,,,5054.00,82.00,-82.00,0,0.75,0.02,-0.02,0,0.76,0.03,-0.03,0,2016-07-18,K2
2601,Kepler-395,c,Transit,2,34.98926200,0.00054300,-0.00054300,0,0.177000,,,0,,,,,,,,,,,,,,0.118,0.008,-0.008,0,,,,,0,1,0,1,19h34m02.66s,293.511099,+45d08m11.8s,45.136598,360.00,18.99,-23.94,0,15.987,,0,Kepler-band,,,,4262.00,100.00,-100.00,0,0.53,,,0,0.56,0.02,-0.02,0,2014-05-14,Kepler
753,HIP 65407,b,Radial Velocity,2,28.12500000,0.01900000,-0.01900000,0,0.177000,0.005000,-0.005000,0,0.140000,0.070000,-0.070000,0,,,,,0.42800,0.03200,-0.03200,0,Msini,,,,,,,,,0,0,0,0,13h24m21.04s,201.087662,+48d53m06.3s,48.885094,55.50,4.60,-4.60,0,9.420,0.020,0,V (Johnson),9.091,,0,5460.00,50.00,-50.00,0,0.93,0.07,-0.07,0,,,,,2016-02-25,Haute-Provence Observatory
1034,K2-84,c,Transit,2,27.86000000,0.00520000,-0.00520000,0,0.176800,0.004300,-0.004300,0,,,,,,,,,,,,,,0.181,0.029,-0.029,0,,,,,0,0,1,0,03h43m14.23s,55.809273,+16d38m04.4s,16.634548,,,,,13.443,0.060,0,V (Johnson),,,,5652.00,154.00,-154.00,0,0.95,0.07,-0.07,0,0.93,0.12,-0.12,0,2016-07-18,K2
2313,Kepler-286,e,Transit,4,29.22128900,0.00037000,-0.00037000,0,0.176000,,,0,,,,,,,,,,,,,,0.158,0.038,-0.038,0,,,,,0,1,0,1,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,,,,,15.587,,0,Kepler-band,,,,5580.00,131.00,-131.00,0,,,,,0.86,0.17,-0.17,0,2014-05-14,Kepler
2069,Kepler-201,b,Transit,2,25.67208300,0.00007500,-0.00007500,0,0.175000,,,0,,,,,,,,,,,,,,0.219,0.043,-0.043,0,,,,,0,1,0,1,19h34m30.25s,293.626040,+41d16m22.2s,41.272827,,,,,13.004,,0,Kepler-band,,,,6065.00,117.00,-117.00,0,1.17,,,0,1.23,0.24,-0.24,0,2014-05-14,Kepler
835,K2-152,b,Transit,1,32.65270000,0.00350000,-0.00350000,0,0.173500,0.005400,-0.005400,0,,,,0,,,,0,,,,0,,0.251,0.030,-0.027,0,,,,0,0,0,1,0,12h06m31.87s,181.632797,-05d49m38.7s,-5.827410,112.00,18.00,-18.00,0,13.728,0.020,0,V (Johnson),,,,3940.00,70.00,-70.00,0,0.65,0.06,-0.06,0,0.63,0.06,-0.06,0,2018-02-01,K2
2077,Kepler-204,c,Transit,2,25.66059300,0.00028800,-0.00028800,0,0.173000,,,0,,,,,,,,,,,,,,0.160,0.035,-0.035,0,,,,,0,1,0,1,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,,,,,13.909,,0,Kepler-band,,,,5812.00,100.00,-100.00,0,0.96,,,0,1.24,0.26,-0.26,0,2014-05-14,Kepler
2576,Kepler-383,c,Transit,2,31.20075100,0.00035400,-0.00035400,0,0.172000,,,0,,,,,,,,,,,,,,0.111,0.044,-0.044,0,,,,,0,1,0,1,19h25m22.22s,291.342584,+38d21m47.3s,38.363134,,,,,15.070,,0,Kepler-band,,,,4710.00,200.00,-200.00,0,0.67,,,0,0.67,0.27,-0.27,0,2014-05-14,Kepler
2462,Kepler-338,c,Transit,4,24.31085600,0.00015800,-0.00015800,0,0.172000,,,0,,,,,,,,,,,,,,0.209,0.011,-0.011,0,,,,,0,1,0,1,18h51m54.95s,282.978956,+40d47m03.6s,40.784347,,,,,12.119,,0,Kepler-band,,,,5923.00,77.00,-77.00,0,1.10,,,0,1.74,0.08,-0.08,0,2014-05-14,Kepler
1270,Kepler-112,c,Transit,2,28.57426300,0.00006000,-0.00006000,0,0.172000,,,0,,,,,,,,,,,,,,0.214,0.052,-0.052,0,,,,,0,1,0,1,19h47m55.44s,296.981009,+43d12m35.1s,43.209751,,,,,13.771,,0,Kepler-band,,,,5544.00,148.00,-148.00,0,,,,,0.84,0.20,-0.20,0,2014-05-14,Kepler
1423,Kepler-124,d,Transit,3,30.95085100,0.00036100,-0.00036100,0,0.170000,,,0,,,,,,,,,,,,,,0.099,0.006,-0.006,0,,,,,0,1,0,1,19h07m00.67s,286.752797,+49d03m53.7s,49.064911,,,,,14.139,,0,Kepler-band,,,,4984.00,100.00,-100.00,0,,,,,0.64,0.03,-0.03,0,2014-05-14,Kepler
323,HD 117618,b,Radial Velocity,1,25.82700000,0.01900000,-0.01900000,0,0.170000,0.000000,0.000000,0,0.420000,0.170000,-0.170000,0,,,,0,0.19000,0.04000,-0.04000,0,Mass,,,,0,,,,0,0,0,0,1,13h32m25.55s,203.106476,-47d16m16.9s,-47.271362,38.02,1.30,-1.39,0,7.169,0.011,0,V (Johnson),6.991,,0,5977.00,15.00,-15.00,0,1.17,0.09,-0.09,0,1.20,0.01,-0.01,0,2018-04-26,Anglo-Australian Telescope
150,GJ 687,b,Radial Velocity,1,38.14000000,0.01500000,-0.01500000,0,0.170000,0.010000,-0.010000,0,0.040000,0.080000,-0.080000,0,,,,0,0.06000,0.01000,-0.01000,0,Mass,,,,0,,,,0,0,0,0,0,17h36m25.90s,264.107910,+68d20m20.9s,68.339142,4.53,0.02,-0.02,0,9.150,,0,V (Johnson),7.871,,0,3340.00,97.00,-97.00,0,0.45,0.07,-0.07,0,0.43,0.03,-0.03,0,2018-04-26,Lick Observatory
2343,Kepler-296,e,Transit,5,34.14211000,0.00025000,-0.00025000,0,0.169000,0.029000,-0.028000,0,0.330000,,,1,,,,,,,,,,0.136,0.024,-0.022,0,,,,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226.00,28.00,-18.00,0,15.921,,0,Kepler-band,,,,3740.00,130.00,-130.00,0,0.50,0.07,-0.09,0,0.48,0.07,-0.09,0,2015-09-03,Kepler
1097,KOI-94,d,Transit,4,22.34298900,0.00000670,-0.00000670,0,0.168400,0.002200,-0.002200,0,0.022000,0.038000,-0.038000,0,89.871,0.123,-0.123,0,0.33400,0.03500,-0.03500,0,Mass,1.005,0.095,-0.095,0,0.36300,0.10100,-0.10100,0,1,1,0,2,19h49m19.93s,297.333057,+41d53m28.0s,41.891117,,,,,12.205,,0,Kepler-band,,,,6182.00,58.00,-58.00,0,1.28,0.05,-0.05,0,1.52,0.14,-0.14,0,2014-05-14,Kepler
2486,Kepler-346,c,Transit,2,23.85154900,0.00009800,-0.00009800,0,0.168000,,,0,,,,,,,,,,,,,,0.274,0.130,-0.130,0,,,,,0,1,0,1,19h12m02.86s,288.011911,+46d07m03.4s,46.117607,,,,,15.214,,0,Kepler-band,,,,6033.00,200.00,-200.00,0,0.97,,,0,1.02,0.48,-0.48,0,2014-05-14,Kepler
2453,Kepler-334,d,Transit,3,25.09849000,0.00014200,-0.00014200,0,0.168000,,,0,,,,,,,,,,,,,,0.126,0.023,-0.023,0,,,,,0,1,0,1,19h08m33.76s,287.140668,+47d06m54.7s,47.115196,,,,,12.776,,0,Kepler-band,,,,5828.00,100.00,-100.00,0,1.00,,,0,1.07,0.19,-0.19,0,2014-05-14,Kepler
2480,Kepler-343,c,Transit,2,23.22182000,0.00023400,-0.00023400,0,0.167000,,,0,,,,,,,,,,,,,,0.180,0.034,-0.034,0,,,,,0,1,0,1,19h27m50.56s,291.960684,+42d25m58.8s,42.433006,,,,,14.128,,0,Kepler-band,,,,5807.00,100.00,-100.00,0,1.04,,,0,1.43,0.26,-0.26,0,2014-05-14,Kepler
798,K2-123,b,Transit,1,30.95676300,0.00258900,-0.00272000,0,0.167000,0.005000,-0.006000,0,0.060000,0.144415,-0.051458,0,89.790,0.140,-0.170,0,,,,0,,0.236,0.013,-0.013,0,,,,0,0,0,1,0,08h57m46.60s,134.444183,+21d27m12.7s,21.453533,156.00,24.00,-24.00,0,14.781,0.030,0,V (Johnson),,,,4075.67,82.80,-81.14,0,0.65,0.06,-0.06,0,0.57,0.03,-0.03,0,2017-10-05,K2
2438,Kepler-33,d,Transit,5,21.77596000,0.00011000,-0.00011000,0,0.166200,0.003500,-0.003500,0,0.000000,,,0,88.710,0.610,-0.480,0,,,,,,0.477,0.044,-0.044,0,,,,,1,1,0,2,19h16m18.61s,289.077548,+46d00m18.8s,46.005222,,,,,13.988,,0,Kepler-band,,,,5904.00,47.00,-47.00,0,1.29,0.06,-0.12,0,1.82,0.14,-0.18,0,2014-05-14,Kepler
2679,Kepler-438,b,Transit,1,35.23319000,0.00025000,-0.00029000,0,0.166000,0.051000,-0.042000,0,0.030000,0.100000,-0.030000,-1,89.860,0.140,-0.320,0,,,,,,0.100,0.010,-0.020,0,,,,,0,1,0,1,18h46m34.99s,281.645806,+41d57m03.9s,41.951092,145.00,20.00,-23.00,0,14.467,,0,Kepler-band,,,,3748.00,112.00,-112.00,0,0.54,0.04,-0.06,0,0.52,0.04,-0.06,0,2015-01-06,Kepler
2565,Kepler-378,c,Transit,2,28.90600900,0.00021600,-0.00021600,0,0.166000,,,0,,,,,,,,,,,,,,0.062,0.004,-0.004,0,,,,,0,1,0,1,19h39m47.66s,294.948588,+46d26m19.1s,46.438641,,,,,12.485,,0,Kepler-band,,,,4661.00,100.00,-100.00,0,0.96,,,0,0.67,0.04,-0.04,0,2014-05-14,Kepler
104,GJ 1148,b,Radial Velocity,2,41.38000000,0.00200000,-0.00100000,0,0.166000,0.001000,-0.001000,0,0.380000,0.010000,-0.012000,0,,,,0,0.30425,0.00444,-0.00321,0,Msini,,,,0,,,,0,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.03,0.36,-0.38,0,11.920,0.020,0,V (Johnson),10.378,,0,,,,,,,,,,,,,2017-10-19,W. M. Keck Observatory
1959,Kepler-1652,b,Transit,1,38.09722000,0.00021000,-0.00021000,0,0.165400,0.004200,-0.007500,0,,,,0,89.993,0.004,-0.143,0,,,,0,,0.143,0.016,-0.016,0,9.90000,0.88000,-1.34000,0,0,1,0,0,19h37m27.86s,294.366085,+49d54m54.2s,49.915058,252.00,32.00,-30.00,0,15.931,,0,Kepler-band,,,,3638.00,51.00,-51.00,0,0.40,0.04,-0.05,0,0.38,0.04,-0.04,0,2017-11-16,Kepler
2850,Kepler-56,c,Transit,3,21.40239000,0.00059000,-0.00062000,0,0.165200,0.005900,-0.005900,0,,,,,,,,,0.57000,0.06600,-0.06000,0,Mass,0.874,0.041,-0.041,0,1.06000,0.14000,-0.13000,0,1,1,0,1,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,,,,,12.440,,0,Kepler-band,,,,4840.00,97.00,-97.00,0,1.32,0.13,-0.13,0,4.23,0.15,-0.15,0,2014-05-14,Kepler
2116,Kepler-219,c,Transit,3,22.71461300,0.00007500,-0.00007500,0,0.165000,,,0,,,,,,,,,,,,,,0.319,0.054,-0.054,0,,,,,0,1,0,1,19h14m57.36s,288.738980,+46d45m45.2s,46.762558,,,,,13.764,,0,Kepler-band,,,,5786.00,100.00,-100.00,0,,,,,1.49,0.25,-0.25,0,2014-05-14,Kepler
2589,Kepler-39,b,Transit,1,21.08721000,0.00003700,-0.00003700,0,0.164000,0.003000,-0.003000,0,0.112000,0.057000,-0.057000,0,89.070,0.220,-0.220,0,20.10000,1.30000,-1.30000,0,Mass,1.240,0.090,-0.100,0,13.00000,3.00000,-2.20000,0,0,1,0,1,19h47m50.46s,296.960265,+46d02m03.5s,46.034298,1200.00,250.00,-250.00,0,14.460,,0,V (Johnson),,,,6350.00,100.00,-100.00,0,1.29,0.06,-0.07,0,1.40,0.10,-0.10,0,2015-01-29,Kepler
2055,Kepler-197,e,Transit,4,25.20971500,0.00038700,-0.00038700,0,0.164000,,,0,,,,,,,,,,,,,,0.081,0.004,-0.004,0,,,,,0,1,0,1,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,,,,,11.811,,0,Kepler-band,,,,6004.00,102.00,-102.00,0,,,,,1.12,0.03,-0.03,0,2014-05-14,Kepler
3228,Kepler-85,e,Transit,4,25.21675100,0.00071800,-0.00071800,0,0.163000,,,0,,,,,,,,,,,,,,0.113,0.018,-0.018,0,,,,,0,1,0,1,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,,,,,14.779,,0,Kepler-band,,,,5436.00,100.00,-100.00,0,0.92,0.40,-0.27,0,0.89,0.13,-0.13,0,2014-05-14,Kepler
2121,Kepler-220,d,Transit,4,28.12239700,0.00016200,-0.00016200,0,0.163000,,,0,,,,,,,,,,,,,,0.087,0.005,-0.005,0,,,,,0,1,0,1,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,,,,,13.177,,0,Kepler-band,,,,4632.00,100.00,-100.00,0,,,,,0.67,0.03,-0.03,0,2014-05-14,Kepler
2082,Kepler-206,d,Transit,3,23.44281000,0.00045300,-0.00045300,0,0.163000,,,0,,,,,,,,,,,,,,0.106,0.021,-0.021,0,,,,,0,1,0,1,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,,,,,13.484,,0,Kepler-band,,,,5764.00,100.00,-100.00,0,0.94,,,0,1.19,0.23,-0.23,0,2014-05-14,Kepler
1996,Kepler-176,d,Transit,4,25.75197400,0.00011500,-0.00011500,0,0.163000,,,0,,,,,,,,,,,,,,0.224,0.118,-0.118,0,,,,,1,1,0,1,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,,,,,14.550,,0,Kepler-band,,,,5232.00,200.00,-200.00,0,,,,,0.89,0.46,-0.46,0,2014-05-14,Kepler
152,GJ 832,c,Radial Velocity,2,35.68000000,0.03000000,-0.03000000,0,0.163000,0.006000,-0.006000,0,0.180000,0.130000,-0.130000,0,,,,,0.01700,0.00300,-0.00300,0,Msini,,,,,,,,,0,0,0,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.94,0.03,-0.03,0,8.660,,0,V (Johnson),7.612,,0,3472.00,,,0,0.45,0.05,-0.05,0,,,,,2014-06-25,Multiple Observatories
1006,K2-63,b,Transit,1,20.25700000,0.00720000,-0.00720000,0,0.162700,0.009700,-0.009700,0,,,,,,,,,,,,,,0.287,0.088,-0.088,0,,,,,0,0,1,0,22h13m42.40s,333.426666,-12d03m58.9s,-12.066374,,,,,12.876,0.020,0,V (Johnson),,,,6771.00,303.00,-303.00,0,1.40,0.25,-0.25,0,1.63,0.48,-0.48,0,2016-07-18,K2
1450,Kepler-126,c,Transit,3,21.86974100,0.00008200,-0.00008200,0,0.162000,,,0,,,,,,,,,,,,,,0.141,0.012,-0.012,0,,,,,1,1,0,1,19h17m23.35s,289.347291,+44d12m30.8s,44.208553,,,,,10.500,,0,Kepler-band,,,,6239.00,94.00,-94.00,0,,,,,1.36,0.02,-0.02,0,2014-05-14,Kepler
2593,Kepler-391,c,Transit,2,20.48543500,0.00039300,-0.00039300,0,0.161000,,,0,,,,,,,,,,,,,,0.316,0.077,-0.077,0,,,,,0,1,0,1,19h22m29.24s,290.621815,+51d03m26.3s,51.057304,,,,,13.007,,0,Kepler-band,,,,4940.00,100.00,-100.00,0,1.22,,,0,3.57,0.85,-0.85,0,2014-05-14,Kepler
